number_of_previous_reports,verified_report_count,transaction_price,reference_market_price,price_deviation_percentage,imei_status,seller_report_frequency,information_completeness,risk_label
3.0,1.0,114495.16,100460.79208630072,13.97,1.0,1.9277946270298902,0.4279958781404374,1
1.0,1.0,67216.98,63496.10361895392,5.86,0.0,0.1672555415986433,0.3590919514902786,0
5.0,0.0,80594.58,86013.42692511184,6.3,3.0,4.4804336990308355,0.45988521657088155,2
7.0,1.0,162882.33,113887.79841961872,43.02,4.0,5.342264001283491,0.9524945243672183,2
1.0,0.0,149545.49,131769.748172117,13.49,0.0,0.37807576741366183,0.8803846812150218,1
5.0,0.0,221480.23,188654.3671888321,17.4,2.0,3.4738755907013728,0.5000511152035001,2
5.0,1.0,86776.65,73118.17133737309,18.68,3.0,4.119467382908333,0.4442798988339285,2
1.0,1.0,160984.48,121122.92746501286,32.91,0.0,0.2836454848461336,0.40978932151445213,1
6.0,2.0,172804.83,181327.2079695664,4.7,3.0,4.020362902247281,0.45484238422034257,2
4.0,1.0,81807.89,65144.04351056508,25.58,2.0,3.050379343977847,0.44353076039630956,2
8.0,2.0,173627.19,174359.49641384138,0.42,4.0,5.183293459984394,0.9217315079451764,2
8.0,2.0,175198.7,191935.46831407133,8.72,4.0,5.34125092531247,0.31399013585491614,2
1.0,1.0,184517.58,171023.8040691136,7.89,0.0,0.41584680120276724,0.9160857567273488,1
2.0,2.0,134950.06,118273.49525490342,14.1,1.0,1.6282021012367365,0.3289972958359383,1
5.0,1.0,167942.71,147201.95259872603,14.09,2.0,3.3745386068188035,0.8787843813594338,2
0.0,0.0,88788.04,101402.51502469831,12.44,0.0,0.11214557872402497,0.5980230655091104,1
3.0,0.0,134171.85,123478.60284544966,8.66,1.0,1.5030278030581656,0.354043888232232,1
7.0,0.0,275844.63,195150.07272587172,41.35,4.0,5.027206512477867,0.8593036450347242,2
1.0,1.0,51127.86,57712.90566955354,11.41,0.0,0.2927793114028607,0.4795077960189915,1
3.0,0.0,191383.96,160583.9532827224,19.18,1.0,1.7485737730471569,0.9146196368346293,1
5.0,1.0,111875.78,106184.29845341262,5.36,3.0,4.1352126139647165,0.8265803579453515,2
2.0,0.0,45254.22,43605.918152055805,3.78,1.0,1.5032739293014132,0.9872393310771075,1
2.0,0.0,69813.02,132271.72233384437,47.22,1.0,1.7840051746267007,0.8823110234416314,2
8.0,1.0,163820.5,160561.11224166455,2.03,4.0,5.408803318414826,0.468672982412856,2
3.0,1.0,133246.59,118063.60567144018,12.86,1.0,1.5342724389616893,0.5864506402521912,1
1.0,1.0,196051.81,169112.23218841525,15.93,0.0,0.3682372286969038,0.7876412110509701,1
0.0,0.0,77185.25,79515.0366765276,2.93,0.0,0.3172713009820339,0.5212454693921578,1
7.0,2.0,92854.6,183615.97680761406,49.43,4.0,5.239677386100567,0.6825525330540527,2
0.0,0.0,90656.18,133180.81899740215,31.93,0.0,0.024170677488026093,0.4663529831750824,1
5.0,1.0,179315.58,162600.27173699698,10.28,2.0,3.461785708196148,0.764065602760639,1
1.0,0.0,80476.82,61867.17372307851,30.08,0.0,0.23872049446337135,0.5394937868906935,1
2.0,0.0,113423.49,94764.37926155418,19.69,1.0,1.6998034804406021,0.33862462683595485,1
7.0,0.0,193394.73,182827.30823062762,5.78,4.0,5.430737701043867,0.9774418436424899,2
5.0,1.0,23012.11,19670.154595357493,16.99,2.0,3.4227891144918687,0.8907324982172184,2
8.0,0.0,76172.23,86756.52557700431,12.2,4.0,5.363630476500012,0.5126017408261714,2
0.0,0.0,190925.52,158260.5450302288,20.64,0.0,0.4146799914500042,0.3907373601330303,1
5.0,0.0,83501.02,151324.79113382037,44.82,2.0,3.0621642404914704,0.8146583212857197,2
7.0,1.0,127035.09,171808.3378461796,26.06,4.0,5.380457777540171,0.45447094724416226,2
2.0,1.0,228149.04,150484.1635889612,51.61,1.0,1.6640170414920639,0.7238178516126988,2
0.0,0.0,232571.73,189947.5083421112,22.44,0.0,0.43374739673413887,0.845355389840083,1
8.0,0.0,144129.65,104669.31551650871,37.7,4.0,5.185115732993429,0.49069670436827534,2
3.0,2.0,62442.62,128615.06900212528,51.45,1.0,1.5271519760600376,0.4992456445875624,2
4.0,2.0,161039.74,171064.09412644306,5.86,2.0,3.2071901183851828,0.3431288652656556,1
8.0,0.0,120447.2,143321.28047270596,15.96,4.0,5.3783885175381805,0.5238937102729512,2
1.0,1.0,31019.03,29390.776585997144,5.54,0.0,0.2504660304896987,0.7182157479253795,0
3.0,0.0,89161.31,79729.32599301041,11.83,1.0,1.8818169559044842,0.40905777825141026,1
1.0,1.0,70064.78,114992.2516830557,39.07,0.0,0.01763687043305351,0.967157956008013,1
2.0,0.0,175347.35,153396.33333369807,14.31,1.0,1.5885821018005144,0.8056910133476982,1
0.0,0.0,153910.6,113277.83807552893,35.87,0.0,0.28180396552139697,0.44273062108867545,1
4.0,0.0,116502.6,157734.35586292046,26.14,2.0,3.1926568769238157,0.6714316707195465,2
0.0,0.0,137464.79,169145.80052795252,18.73,0.0,0.34008787183509986,0.5740086188578062,1
4.0,1.0,60573.61,60374.3713560844,0.33,2.0,3.4812771165602108,0.5676472099620735,1
0.0,0.0,118062.9,127058.65290080156,7.08,0.0,0.329930980350257,0.6919917397803521,1
3.0,1.0,97743.46,115850.97172134876,15.63,1.0,1.7086814474413,0.37570546129179855,1
2.0,0.0,54211.53,53190.27800442488,1.92,1.0,1.7711820092216704,0.45071953809598225,1
5.0,0.0,87409.16,103076.83695499797,15.2,3.0,4.456413240848085,0.404776213266514,2
2.0,2.0,58210.58,114227.97406805631,49.04,1.0,1.8364946233311064,0.4217854360499085,2
2.0,2.0,170517.88,165294.57628911428,3.16,1.0,1.901589748877264,0.7586522136318754,1
8.0,2.0,98593.14,97587.98118203325,1.03,4.0,5.150759204550766,0.9973154214305475,2
5.0,0.0,35064.38,25374.036670430396,38.19,2.0,3.372160578419136,0.7557742807042926,2
0.0,0.0,88501.14,102586.23206411937,13.73,0.0,0.06971568466993089,0.9893064654394776,1
8.0,0.0,225236.34,169210.6794315222,33.11,4.0,5.374887808202609,0.7039051489128562,2
3.0,0.0,111118.02,118538.53594223366,6.26,1.0,1.9407792964012123,0.49831603371307487,1
1.0,1.0,51597.19,70584.3932634214,26.9,0.0,0.4501162335267109,0.9106133813059714,1
2.0,1.0,201688.58,184984.48011700908,9.03,1.0,1.558295030526324,0.34703376662654073,1
1.0,1.0,38612.12,39573.763078951735,2.43,0.0,0.41494102628686713,0.37169955688977113,0
1.0,0.0,98216.61,72106.75397372743,36.21,0.0,0.054968261384018335,0.9633370862137949,1
6.0,2.0,91696.98,93055.5912196202,1.46,3.0,4.2391984766413815,0.7551296395476301,2
0.0,0.0,103904.27,150215.7987059165,30.83,0.0,0.34126076484308254,0.950273416730655,1
6.0,0.0,220864.19,168791.8905038946,30.85,3.0,4.242124555755875,0.39302056407778563,2
7.0,0.0,22419.43,21126.490486587893,6.12,4.0,5.1699548011050735,0.8377826674903619,2
4.0,1.0,176037.98,160486.80588808298,9.69,2.0,3.3419105787479277,0.46436731541067044,2
6.0,1.0,121280.97,146900.39889762603,17.44,3.0,4.330439387553447,0.5403479290102483,2
6.0,2.0,191142.94,179983.9379142451,6.2,3.0,4.291446327582784,0.9292939635042459,2
7.0,1.0,201148.29,181084.168256853,11.08,4.0,5.264214332388366,0.5878787444935997,2
3.0,0.0,174796.23,157729.85614548522,10.82,1.0,1.8528699495611691,0.7693756178627286,1
1.0,0.0,34871.49,46138.51001010054,24.42,0.0,0.20151852835057577,0.921093237969292,1
5.0,0.0,40980.54,69635.58626464964,41.15,2.0,3.034384123871169,0.9096117498602694,2
4.0,1.0,200227.03,187900.74278121462,6.56,2.0,3.268727255095612,0.3062350776763213,2
0.0,0.0,108010.83,123652.92697223298,12.65,0.0,0.3617277761219183,0.4107506929729816,1
5.0,2.0,60721.8,112364.53953396466,45.96,2.0,3.1495799538080336,0.9430351473949656,2
1.0,1.0,270660.03,183984.7936083597,47.11,0.0,0.07037556906796616,0.6936911078255826,1
8.0,0.0,263741.57,176097.72907893627,49.77,4.0,5.455920597081059,0.6361399922157551,2
1.0,1.0,183056.97,148224.26913011237,23.5,0.0,0.4318748323730979,0.34568050078924306,1
1.0,1.0,202904.39,177627.93779031327,14.23,0.0,0.30921710964565957,0.3175365686562159,1
1.0,0.0,24743.09,31628.645667141955,21.77,0.0,0.3933035768520381,0.9673903159123909,1
0.0,0.0,183119.12,153933.35365398254,18.96,0.0,0.48440265738721083,0.6316957577534593,1
1.0,1.0,176330.05,193471.6384174049,8.86,0.0,0.2846294903634204,0.8504921208532241,1
0.0,0.0,13131.66,19305.590533466835,31.98,0.0,0.12209084230016992,0.45400097534463235,1
1.0,1.0,52373.44,52378.673840220494,0.01,0.0,0.31940599526631064,0.4659503667445438,0
0.0,0.0,155706.67,160853.9938844296,3.2,0.0,0.4572968380502269,0.6921787242759445,0
3.0,0.0,150646.01,108808.96124182394,38.45,1.0,1.84507410069924,0.9132180852338914,2
2.0,0.0,22192.54,26457.487362839653,16.12,1.0,1.5131201955747016,0.5020059549232169,1
2.0,0.0,64877.4,60912.025539644026,6.51,1.0,1.9585663019312578,0.5301599886290749,1
2.0,0.0,79887.91,71571.32398530305,11.62,1.0,1.876837627626984,0.6854398143537698,1
0.0,0.0,75176.83,71001.91715073027,5.88,0.0,0.200915506698699,0.3280039002374104,0
1.0,1.0,168768.37,176757.82239907802,4.52,0.0,0.4937459446745329,0.5651335037716902,0
0.0,0.0,137334.9,135786.9268980279,1.14,0.0,0.3608396664177735,0.6893980227491872,0
6.0,2.0,179052.38,149634.28289011226,19.66,3.0,4.412720540917846,0.3033787615794403,2
8.0,2.0,11953.17,12578.316888824804,4.97,4.0,5.471583279624919,0.7466024620161721,2
8.0,2.0,58038.8,91227.28056248205,36.38,4.0,5.019789232360533,0.33567268470832023,2
4.0,1.0,60377.04,70385.91933245011,14.22,2.0,3.3872099220183394,0.803971243812204,1
4.0,2.0,206634.28,171865.82642563301,20.23,2.0,3.193173217678901,0.8611749226442287,2
2.0,1.0,127917.25,191235.23424477183,33.11,1.0,1.9345375064493875,0.8871563304651244,2
5.0,1.0,113549.89,90434.761421531,25.56,3.0,4.439447927966617,0.7713716747771818,2
5.0,0.0,181083.91,194881.51676854675,7.08,3.0,4.414309235251347,0.6930994232045768,2
6.0,2.0,13035.0,12728.248768315942,2.41,3.0,4.389600292826397,0.5152930459478342,2
7.0,0.0,33556.71,71886.68679963509,53.32,4.0,5.397141417312467,0.5972296029966485,2
2.0,1.0,172315.94,157236.9238066905,9.59,1.0,1.6482762503608037,0.3609392399211394,1
5.0,2.0,55497.08,78418.92979025627,29.23,3.0,4.203264103063195,0.7949710901780875,2
5.0,0.0,205848.91,184982.8427718041,11.28,3.0,4.05752744535153,0.31727905762413516,2
2.0,1.0,49375.88,51508.3295746448,4.14,1.0,1.915295760930807,0.5894059591761895,1
7.0,0.0,203195.44,161176.67819234103,26.07,4.0,5.32300323791233,0.6543474911713767,2
1.0,1.0,57934.96,48323.42795647963,19.89,0.0,0.30635835755830926,0.7550626626024264,1
8.0,1.0,59568.65,47449.934357839156,25.54,4.0,5.123039019553274,0.5402392239845337,2
6.0,0.0,29061.09,94692.37809282212,69.31,3.0,4.307518042025795,0.6099514830223991,2
1.0,1.0,271684.79,189538.71178276316,43.34,0.0,0.22727586259057703,0.7111632083589805,1
5.0,1.0,101947.72,121236.44276144616,15.91,2.0,3.4976344033328086,0.9462223535843619,2
0.0,0.0,50250.39,130656.25002598023,61.54,0.0,0.4315341363687189,0.770380491819582,2
5.0,2.0,9531.5,11849.207769037079,19.56,3.0,4.262991440953279,0.478104081799217,2
5.0,0.0,11605.18,20756.88888003538,44.09,3.0,4.404227783649338,0.8930845344195404,2
4.0,1.0,22758.36,22717.464875594458,0.18,2.0,3.082252500429169,0.338545130261669,1
7.0,2.0,177134.38,165732.0131856341,6.88,4.0,5.050700249563301,0.4906093433892686,2
0.0,0.0,63989.21,55001.90313408376,16.34,0.0,0.315325399837682,0.3757062488131341,1
0.0,0.0,91954.43,72479.25508136103,26.87,0.0,0.36339291396944634,0.6129270483011812,1
3.0,0.0,128635.45,125891.02793950631,2.18,1.0,1.5265282196597338,0.7458490335274712,1
1.0,1.0,113670.05,120951.32035413064,6.02,0.0,0.10048167559891019,0.6716967248910092,1
3.0,2.0,99502.28,88000.60453800367,13.07,1.0,1.7686339884612368,0.8678835414965957,1
0.0,0.0,10123.67,10817.039146619314,6.41,0.0,0.0314082997944124,0.6972417150359513,0
2.0,0.0,87313.41,95424.48925965498,8.5,1.0,1.7120264181418499,0.46286686237989744,1
3.0,2.0,189383.23,150387.6969868044,25.93,1.0,1.7410398897291506,0.6754953028178989,1
7.0,1.0,71919.07,54695.469911836524,31.49,4.0,5.460904866069171,0.8148426650728877,2
0.0,0.0,105404.67,144588.02195202542,27.1,0.0,0.15783824819794035,0.6520673549811876,1
7.0,2.0,13421.24,12879.035765282864,4.21,4.0,5.084334236717517,0.6093786838683728,2
2.0,0.0,280152.22,182521.48281976103,53.49,1.0,1.5037541293594872,0.6703681473799477,2
3.0,2.0,183439.62,190507.44945460025,3.71,1.0,1.5608040530218243,0.6836407206516746,1
5.0,1.0,12451.31,10467.681850666271,18.95,2.0,3.3754329994105787,0.5173899916017426,2
2.0,2.0,100127.83,96985.49862323735,3.24,1.0,1.7224609412330734,0.8979584457408272,1
0.0,0.0,73754.7,88626.16864534712,16.78,0.0,0.09936252136828261,0.4453781103438365,1
5.0,0.0,169074.06,169957.83762470624,0.52,2.0,3.4665138471610337,0.3229824851958006,1
1.0,1.0,83448.0,112737.10235142105,25.98,0.0,0.3937691592193621,0.8190445511002262,1
3.0,0.0,166555.69,126159.43928784967,32.02,1.0,1.557182345674924,0.8896196396992566,1
4.0,0.0,33656.98,48476.14058642026,30.57,2.0,3.134478677446675,0.7499153910789708,2
3.0,0.0,30615.58,24642.28691944537,24.24,1.0,1.924720741263148,0.6282616000387968,1
6.0,0.0,141528.75,141542.9084646988,0.01,3.0,4.34621583389871,0.9826438123706145,2
1.0,1.0,158452.16,127928.43847419138,23.86,0.0,0.4727726071311857,0.55953216593059,1
7.0,0.0,206579.83,168142.4594568228,22.86,4.0,5.03812471903482,0.5841284973061722,2
6.0,1.0,136613.52,170489.85501399054,19.87,3.0,4.387705611459365,0.713778923082931,2
7.0,1.0,139729.88,129896.70205485795,7.57,4.0,5.038205707921782,0.6012988183819925,2
5.0,2.0,132612.91,112288.66276055474,18.1,3.0,4.168330967846091,0.6887088636818596,2
1.0,1.0,246712.59,183661.5711122517,34.33,0.0,0.375334384087663,0.9765945987733609,1
5.0,1.0,179486.32,162240.1858119403,10.63,2.0,3.3555049871263143,0.4662490845757237,2
0.0,0.0,96061.17,177660.74904383984,45.93,0.0,0.0010589115701216678,0.40399404805610767,1
5.0,1.0,225525.38,199209.77067205863,13.21,3.0,4.100971466425302,0.5964858633762561,2
4.0,2.0,101754.67,86666.09967563736,17.41,2.0,3.3892868382767807,0.652798994242576,2
0.0,0.0,123290.67,146217.58583524264,15.68,0.0,0.06307375630736078,0.7992376090624225,1
8.0,2.0,83736.07,140732.8848939999,40.5,4.0,5.1631894529798,0.9686212264416121,2
0.0,0.0,42406.34,43087.11553323199,1.58,0.0,0.0919447534481615,0.7820692359486969,0
5.0,0.0,133733.35,130944.23394167822,2.13,2.0,3.055727267705323,0.9910226089300236,1
5.0,1.0,117020.92,91336.96241699172,28.12,3.0,4.418312872661506,0.4724370853405383,2
1.0,1.0,91250.89,95620.76212160512,4.57,0.0,0.03067087242591754,0.4462230620764655,1
5.0,0.0,46176.59,44226.218072270814,4.41,2.0,3.268024974161462,0.5145743256291421,1
6.0,1.0,185557.78,151500.47576583407,22.48,3.0,4.346335255854621,0.8509867458252327,2
1.0,0.0,90114.49,142608.7880388686,36.81,0.0,0.028795109327194146,0.4305603057387789,1
5.0,0.0,119059.06,111135.12641041109,7.13,2.0,3.316713385324057,0.43733303476790353,1
1.0,1.0,48022.35,39776.64633290608,20.73,0.0,0.16703275762056652,0.5882150324301224,1
5.0,0.0,113905.12,115804.3092178541,1.64,2.0,3.4167726118870476,0.5222810011774278,1
0.0,0.0,39671.85,29025.35020793387,36.68,0.0,0.3988298111089528,0.7525346624006675,1
8.0,1.0,103826.07,74480.68496702873,39.4,4.0,5.396952518608323,0.9231169229911556,2
8.0,2.0,46631.96,80747.99013061545,42.25,4.0,5.199331742081029,0.3970624002893298,2
0.0,0.0,143632.33,177850.82458272247,19.24,0.0,0.41127409487520616,0.682728448864605,1
3.0,2.0,69697.65,88956.79433443319,21.65,1.0,1.8149910020055129,0.3618805023991797,1
4.0,1.0,117734.12,123709.27503890143,4.83,2.0,3.189341782650762,0.45504538704395636,1
6.0,2.0,158569.59,176208.00770175693,10.01,3.0,4.040334977727709,0.5163710824767542,2
3.0,0.0,107827.9,90894.29336356962,18.63,1.0,1.5334094563393688,0.7053720620227115,1
1.0,1.0,141700.27,177903.6688134391,20.35,0.0,0.12570081721919107,0.6884152945771518,1
1.0,0.0,42276.07,35927.64938006155,17.67,0.0,0.1497923222523337,0.7501463761758499,1
7.0,1.0,83079.98,79320.19986039237,4.74,4.0,5.463764145723572,0.8732344920594166,2
2.0,0.0,21670.59,27998.177322628268,22.6,1.0,1.999969026934505,0.4310609146892015,1
8.0,2.0,150558.72,116576.6295634441,29.15,4.0,5.07183692372509,0.820367734222563,2
2.0,1.0,182385.35,191883.59147748246,4.95,1.0,1.9713841199813602,0.7669146684610755,1
8.0,2.0,143058.4,134820.8487110404,6.11,4.0,5.353270005842625,0.3557977244477092,2
0.0,0.0,115478.64,128954.36729626224,10.45,0.0,0.24930408418326233,0.5412867240368701,1
1.0,0.0,62711.87,62850.140126196275,0.22,0.0,0.47734331967445215,0.319389544217172,1
8.0,1.0,212423.54,186910.28413839312,13.65,4.0,5.35684659116065,0.36312906721878196,2
8.0,1.0,130674.15,99591.60910738197,31.21,4.0,5.296827261059538,0.4986507600396625,2
3.0,0.0,68916.85,60730.390078705634,13.48,1.0,1.6047633820098757,0.47018131510404654,1
2.0,2.0,212092.4,197662.99628227143,7.3,1.0,1.6222219759353949,0.9301216386071545,1
2.0,2.0,54425.95,90393.54742100042,39.79,1.0,1.9557508680331228,0.9256519940123624,2
2.0,1.0,94961.14,80584.80665781339,17.84,1.0,1.6075193905972929,0.7045072623036797,1
1.0,1.0,14495.74,16642.64078677854,12.9,0.0,0.01615300714732898,0.8145248913602734,1
8.0,2.0,40357.19,43876.044897489686,8.02,4.0,5.133113548942273,0.9997209191929266,2
1.0,1.0,188291.94,163746.35746373326,14.99,0.0,0.2402778598061157,0.5871348884582701,1
5.0,0.0,87706.32,101712.06987440855,13.77,3.0,4.190982380366079,0.665697798244034,2
1.0,1.0,291331.53,191426.19811578677,52.19,0.0,0.46790149930502806,0.7558049573316097,2
0.0,0.0,21087.84,25938.302612480446,18.7,0.0,0.20928702222025075,0.9443907486930772,1
4.0,2.0,75595.11,127029.25405570204,40.49,2.0,3.4445263438324076,0.857911585506892,2
2.0,1.0,108248.1,146796.9880332299,26.26,1.0,1.7973314669946352,0.34509524426871774,1
5.0,2.0,150544.36,128024.79402827467,17.59,2.0,3.2620623362059264,0.7990651988842092,2
0.0,0.0,137637.59,110676.73642391255,24.36,0.0,0.08009781632719654,0.4763548711790883,1
8.0,1.0,117071.57,119876.68086435506,2.34,4.0,5.135515956890111,0.47843118757908437,2
6.0,1.0,96848.71,141014.42236151983,31.32,3.0,4.433583388409514,0.6830667715367469,2
8.0,2.0,107039.75,174020.07329113054,38.49,4.0,5.389978605741387,0.7874105958614044,2
1.0,1.0,83224.96,73905.48241409031,12.61,0.0,0.22371168222454063,0.41145947575587816,1
2.0,0.0,149437.31,97334.27528391685,53.53,1.0,1.954511077134145,0.5201580366747564,2
2.0,0.0,119166.51,130822.82145726247,8.91,1.0,1.9095893515434268,0.8012847029750394,1
5.0,1.0,98146.02,69701.03094202503,40.81,2.0,3.0560421665645023,0.40640139524695723,2
1.0,1.0,32391.77,43968.744529872114,26.33,0.0,0.3029652469011515,0.8947959334447728,1
1.0,1.0,104606.34,193572.06378784528,45.96,0.0,0.3994216033704045,0.6192299559136982,1
3.0,1.0,38125.17,46998.48887128509,18.88,1.0,1.9041720639670872,0.7101931751459596,1
0.0,0.0,61267.8,54219.28812642764,13.0,0.0,0.04567058895506315,0.3562788788628459,1
2.0,0.0,130815.65,127550.35909169256,2.56,1.0,1.6123055847651808,0.9681508710109197,1
0.0,0.0,25878.17,24699.97888508553,4.77,0.0,0.20651965840445885,0.9352725784799256,0
0.0,0.0,11607.39,16469.05422488925,29.52,0.0,0.12581554722059657,0.43305510128404456,1
5.0,2.0,22222.42,22162.584723016233,0.27,2.0,3.0544690733489976,0.764171593570228,1
3.0,0.0,41805.19,33420.09269929598,25.09,1.0,1.8144002148304808,0.855182053112626,1
3.0,0.0,92005.14,91547.40380549556,0.5,1.0,1.753736725768865,0.3853771812852203,1
5.0,2.0,202344.88,167559.52225825333,20.76,2.0,3.077494877149277,0.704217491586485,2
5.0,2.0,98359.26,74974.65968815019,31.19,3.0,4.293190998138538,0.895317751096879,2
3.0,2.0,109696.12,91230.96878300975,20.24,1.0,1.5310074767032322,0.6546998682085003,1
4.0,0.0,136216.79,124047.70763881473,9.81,2.0,3.1915205296366556,0.9466497379473673,1
7.0,2.0,73197.74,67407.44086851462,8.59,4.0,5.396258981770194,0.33346132784442883,2
4.0,1.0,73736.54,92182.19696591629,20.01,2.0,3.4450248182826013,0.9434474780815716,2
8.0,2.0,37304.47,83399.22050422855,55.27,4.0,5.122617316399778,0.9840526334093351,2
6.0,2.0,82828.45,74957.87291350379,10.5,3.0,4.429754399494607,0.4091594706811814,2
1.0,1.0,102598.23,83794.70220158712,22.44,0.0,0.44587889006379766,0.6016651376263631,1
3.0,0.0,10025.4,12112.364978292033,17.23,1.0,1.8034411523019698,0.7345354458629335,1
4.0,2.0,144673.91,178389.52694310108,18.9,2.0,3.49108894881239,0.9252668018021257,2
7.0,1.0,244032.78,195695.89151525125,24.7,4.0,5.123087911196404,0.4116683210228167,2
3.0,1.0,180533.66,173874.27636906627,3.83,1.0,1.5344871160511468,0.533819570649566,1
0.0,0.0,4553.98,11091.032070305915,58.94,0.0,0.4217215759417783,0.8585508681907137,2
5.0,2.0,124073.49,152668.25387197817,18.73,2.0,3.245465329599777,0.5870031938983409,2
0.0,0.0,114834.92,118889.03279147558,3.41,0.0,0.1732269395509109,0.7234604323421083,0
5.0,2.0,30395.26,27893.23309147256,8.97,3.0,4.027616415745451,0.692003866251663,2
4.0,1.0,269218.32,187243.23562712353,43.78,2.0,3.0323122394105244,0.981220186973617,2
5.0,0.0,113292.01,157481.254552301,28.06,3.0,4.045358225340946,0.39907185674177226,2
8.0,0.0,14000.82,37606.29442513779,62.77,4.0,5.091821260277827,0.9639083934613308,2
5.0,1.0,109622.77,193167.87164176424,43.25,2.0,3.485200462111778,0.6949055009815164,2
5.0,2.0,21005.05,33977.76303402161,38.18,2.0,3.140702071031075,0.9329065806387282,2
6.0,1.0,86923.76,96389.17691676386,9.82,3.0,4.408523650226132,0.38255949579432724,2
5.0,0.0,38846.45,40205.389205242864,3.38,3.0,4.0097068901997215,0.7490521097159213,2
7.0,1.0,23588.04,38536.25106100184,38.79,4.0,5.160907530549101,0.8880770254411805,2
0.0,0.0,204507.88,193883.09029117593,5.48,0.0,0.4530962164930223,0.8508170509895201,0
5.0,0.0,171894.29,118703.32846454464,44.81,2.0,3.0925203914407438,0.30695682577397204,2
0.0,0.0,57294.13,59243.234361670475,3.29,0.0,0.14201176020673806,0.6165438263485404,0
7.0,2.0,135274.64,157515.88046464135,14.12,4.0,5.413257440856524,0.38074270705798635,2
5.0,0.0,98814.15,176296.43586747642,43.95,2.0,3.0606958432260365,0.40697757544441615,2
3.0,1.0,120727.38,184344.74798967797,34.51,1.0,1.5265915953861922,0.7944013969865957,2
1.0,1.0,190544.32,187267.1444837057,1.75,0.0,0.4829883774936221,0.969605670671903,0
2.0,1.0,102099.56,182060.5476535061,43.92,1.0,1.702395879343588,0.7438682088282411,2
6.0,2.0,161763.04,131397.15522604843,23.11,3.0,4.328935634889057,0.3716639425631916,2
1.0,0.0,51091.73,75068.66346334084,31.94,0.0,0.06355795570067574,0.47079761429861056,1
0.0,0.0,191972.58,185857.8587133876,3.29,0.0,0.11008869893343165,0.5652120781967402,0
8.0,1.0,31550.73,33274.340320073345,5.18,4.0,5.229990379079962,0.3877502858233712,2
6.0,0.0,36779.31,42071.96485965533,12.58,3.0,4.3375766087143885,0.8935776716625432,2
0.0,0.0,74468.62,92427.23269418183,19.43,0.0,0.14662395556329572,0.43615362825454096,1
0.0,0.0,65155.1,63896.33902050451,1.97,0.0,0.4423168755200209,0.3906857540636215,0
7.0,1.0,93260.89,126989.23470253556,26.56,4.0,5.390572001811627,0.8079792705073203,2
6.0,2.0,198260.62,182007.3653632784,8.93,3.0,4.27577894542927,0.38878264588589984,2
4.0,0.0,181935.16,103295.95201076505,76.13,2.0,3.2296055917198236,0.5872236130039595,2
3.0,1.0,131495.13,115235.41274952113,14.11,1.0,1.8097712713712544,0.660855813325819,1
1.0,1.0,110806.69,90395.40850640756,22.58,0.0,0.3658315832235226,0.3561605055864281,1
0.0,0.0,181500.97,144438.14039542835,25.66,0.0,0.06747514764535995,0.6890517428479701,1
6.0,1.0,30666.06,29130.868170780628,5.27,3.0,4.426320681280442,0.6361148017849848,2
1.0,1.0,10964.21,19232.078326046692,42.99,0.0,0.24470139182887257,0.7678913951088685,1
1.0,0.0,141558.79,131854.31014230094,7.36,0.0,0.4676719949047758,0.453402150981567,1
5.0,1.0,164794.83,111626.92357928886,47.63,3.0,4.477771198057058,0.5496404008443196,2
7.0,0.0,83867.15,87398.02551368176,4.04,4.0,5.015358410509043,0.7617587373419848,2
6.0,1.0,98272.92,73458.60195704267,33.78,3.0,4.192240487884448,0.3249176355687447,2
2.0,0.0,21734.49,19843.41436819385,9.53,1.0,1.7631117066231328,0.38105645995557563,1
2.0,2.0,118256.58,139305.6708586596,15.11,1.0,1.7697977440636854,0.4984862819205586,1
3.0,0.0,38193.42,90078.83180593628,57.6,1.0,1.9111966834235046,0.3744494617350316,2
2.0,2.0,69105.98,94600.92750872717,26.95,1.0,1.5705519937143841,0.3276587283037158,1
5.0,2.0,172995.75,179754.52176825944,3.76,2.0,3.3112413448474616,0.991167695853379,1
2.0,1.0,122974.84,150134.09767946097,18.09,1.0,1.9712984939226312,0.6190319875275501,1
4.0,2.0,40450.71,51694.198251725385,21.75,2.0,3.4983455969021433,0.6735788035697355,2
7.0,2.0,158961.41,134861.6343391387,17.87,4.0,5.0050427704898715,0.478433427467436,2
7.0,0.0,27892.04,35128.51051569496,20.6,4.0,5.486283641449221,0.30538106934433557,2
0.0,0.0,41153.73,46872.1348919072,12.2,0.0,0.06110501389014805,0.8255069297857283,0
2.0,1.0,63767.79,145688.35573916257,56.23,1.0,1.7684752688596812,0.8066270875597965,2
0.0,0.0,37446.77,33919.179467480535,10.4,0.0,0.12318490464171983,0.9807785200225776,1
3.0,2.0,79204.16,63236.8507604858,25.25,1.0,1.8031955186970166,0.3147714576833676,2
1.0,1.0,197195.35,180631.45091687248,9.17,0.0,0.01851329585019884,0.3959145140734542,1
0.0,0.0,180411.07,150279.9408734937,20.05,0.0,0.11916634033639695,0.7984987341349951,1
5.0,0.0,149277.85,186597.30835179376,20.0,3.0,4.150287816599486,0.5310515461397889,2
2.0,0.0,250289.89,177548.33497262865,40.97,1.0,1.957803591039842,0.34464119205730903,2
7.0,0.0,46130.53,69390.09017530938,33.52,4.0,5.291814773424231,0.5106706953285736,2
